Vendor,"GRAPHTEC Corporation"
Model,"GL2000"
Version,"Ver1.10","Rev0001"
MaxChannel, 4CH
Logic/Pulse, Off
TempUnit, C
Sampling interval, 200ms
Total data points,         3025
Trigger, 0
Start time, 2021-12-29,16:06:01
End time, 2021-12-29,16:16:06
Trigger time, 2021-12-29,16:06:01
AMP settings
CH,Signal name,Amp,Input,Range,Filter,Span,,Unit,Color,,,Line Width
CH1, " CH 1", M, DC, 5V, Off, +2.500, -2.500, V, 28, 5, 6, 0
CH2, " CH 2", M, DC, 5V, Off, +2.500, -2.500, V, 0, 13, 23, 0
CH3, " CH 3", M, DC, 5V, Off, +2.500, -2.500, V, 9, 22, 8, 0
Data
Number,Date,Time,us, CH1, CH2, CH3, Alarm,AlarmOut
165,2021/12/29,16:06:33,800000,+0.007,+0.001,-0.774,LLLL,LLLL
166,2021/12/29,16:06:34,000000,+0.007,+0.001,-0.774,LLLL,LLLL
167,2021/12/29,16:06:34,200000,+0.007,+0.002,-0.775,LLLL,LLLL
168,2021/12/29,16:06:34,400000,+0.008,+0.002,-0.774,LLLL,LLLL
169,2021/12/29,16:06:34,600000,+0.010,-0.004,-0.774,LLLL,LLLL
170,2021/12/29,16:06:34,800000,+0.007,-0.002,-0.773,LLLL,LLLL
171,2021/12/29,16:06:35,000000,+0.005,-0.005,-0.773,LLLL,LLLL
172,2021/12/29,16:06:35,200000,+0.011,-0.004,-0.775,LLLL,LLLL
173,2021/12/29,16:06:35,400000,+0.007,-0.007,-0.771,LLLL,LLLL
174,2021/12/29,16:06:35,600000,+0.010,-0.002,-0.776,LLLL,LLLL
175,2021/12/29,16:06:35,800000,+0.009,-0.001,-0.774,LLLL,LLLL
176,2021/12/29,16:06:36,000000,+0.010,-0.004,-0.774,LLLL,LLLL
177,2021/12/29,16:06:36,200000,+0.013,-0.004,-0.774,LLLL,LLLL
178,2021/12/29,16:06:36,400000,+0.007,-0.004,-0.777,LLLL,LLLL
179,2021/12/29,16:06:36,600000,+0.007,-0.005,-0.777,LLLL,LLLL
180,2021/12/29,16:06:36,800000,+0.007,-0.006,-0.776,LLLL,LLLL
181,2021/12/29,16:06:37,000000,+0.007,-0.007,-0.775,LLLL,LLLL
182,2021/12/29,16:06:37,200000,+0.007,-0.003,-0.776,LLLL,LLLL
183,2021/12/29,16:06:37,400000,+0.009,-0.001,-0.776,LLLL,LLLL
184,2021/12/29,16:06:37,600000,+0.007,-0.004,-0.776,LLLL,LLLL
185,2021/12/29,16:06:37,800000,+0.007,-0.004,-0.773,LLLL,LLLL
186,2021/12/29,16:06:38,000000,+0.007,-0.003,-0.772,LLLL,LLLL
187,2021/12/29,16:06:38,200000,+0.006,-0.005,-0.774,LLLL,LLLL
188,2021/12/29,16:06:38,400000,+0.005,-0.005,-0.777,LLLL,LLLL
189,2021/12/29,16:06:38,600000,+0.008,-0.004,-0.779,LLLL,LLLL
190,2021/12/29,16:06:38,800000,+0.006,-0.002,-0.775,LLLL,LLLL
191,2021/12/29,16:06:39,000000,+0.005,-0.001,-0.776,LLLL,LLLL
192,2021/12/29,16:06:39,200000,+0.006,-0.002,-0.776,LLLL,LLLL
193,2021/12/29,16:06:39,400000,+0.005,-0.003,-0.775,LLLL,LLLL
194,2021/12/29,16:06:39,600000,+0.005,-0.003,-0.773,LLLL,LLLL
195,2021/12/29,16:06:39,800000,+0.003,-0.005,-0.775,LLLL,LLLL
196,2021/12/29,16:06:40,000000,+0.003,-0.007,-0.776,LLLL,LLLL
197,2021/12/29,16:06:40,200000,+0.005,-0.007,-0.778,LLLL,LLLL
198,2021/12/29,16:06:40,400000,-0.001,-0.004,-0.773,LLLL,LLLL
199,2021/12/29,16:06:40,600000,+0.000,-0.005,-0.774,LLLL,LLLL
200,2021/12/29,16:06:40,800000,+0.001,-0.004,-0.780,LLLL,LLLL
201,2021/12/29,16:06:41,000000,-0.001,-0.002,-0.775,LLLL,LLLL
202,2021/12/29,16:06:41,200000,-0.001,-0.005,-0.775,LLLL,LLLL
203,2021/12/29,16:06:41,400000,-0.000,-0.009,-0.776,LLLL,LLLL
204,2021/12/29,16:06:41,600000,+0.002,-0.009,-0.775,LLLL,LLLL
205,2021/12/29,16:06:41,800000,-0.002,-0.007,-0.772,LLLL,LLLL
206,2021/12/29,16:06:42,000000,-0.003,-0.005,-0.775,LLLL,LLLL
207,2021/12/29,16:06:42,200000,-0.001,-0.007,-0.774,LLLL,LLLL
208,2021/12/29,16:06:42,400000,-0.001,-0.004,-0.775,LLLL,LLLL
209,2021/12/29,16:06:42,600000,-0.002,-0.005,-0.775,LLLL,LLLL
210,2021/12/29,16:06:42,800000,+0.001,-0.006,-0.777,LLLL,LLLL
211,2021/12/29,16:06:43,000000,+0.000,-0.004,-0.777,LLLL,LLLL
212,2021/12/29,16:06:43,200000,-0.002,-0.004,-0.777,LLLL,LLLL
213,2021/12/29,16:06:43,400000,-0.002,-0.005,-0.777,LLLL,LLLL
214,2021/12/29,16:06:43,600000,+0.000,-0.003,-0.776,LLLL,LLLL
215,2021/12/29,16:06:43,800000,-0.002,-0.003,-0.779,LLLL,LLLL
216,2021/12/29,16:06:44,000000,-0.001,-0.003,-0.778,LLLL,LLLL
217,2021/12/29,16:06:44,200000,+0.001,-0.007,-0.775,LLLL,LLLL
218,2021/12/29,16:06:44,400000,-0.000,-0.005,-0.776,LLLL,LLLL
219,2021/12/29,16:06:44,600000,-0.002,-0.007,-0.775,LLLL,LLLL
220,2021/12/29,16:06:44,800000,-0.001,-0.007,-0.772,LLLL,LLLL
221,2021/12/29,16:06:45,000000,-0.002,-0.006,-0.776,LLLL,LLLL
222,2021/12/29,16:06:45,200000,-0.002,-0.005,-0.777,LLLL,LLLL
223,2021/12/29,16:06:45,400000,-0.002,-0.009,-0.773,LLLL,LLLL
224,2021/12/29,16:06:45,600000,-0.000,-0.007,-0.776,LLLL,LLLL
225,2021/12/29,16:06:45,800000,-0.002,-0.005,-0.774,LLLL,LLLL
226,2021/12/29,16:06:46,000000,-0.001,-0.006,-0.775,LLLL,LLLL
227,2021/12/29,16:06:46,200000,-0.001,-0.007,-0.775,LLLL,LLLL
228,2021/12/29,16:06:46,400000,-0.003,-0.007,-0.776,LLLL,LLLL
229,2021/12/29,16:06:46,600000,-0.003,-0.010,-0.775,LLLL,LLLL
230,2021/12/29,16:06:46,800000,-0.003,-0.009,-0.775,LLLL,LLLL
231,2021/12/29,16:06:47,000000,-0.002,-0.009,-0.774,LLLL,LLLL
232,2021/12/29,16:06:47,200000,-0.003,-0.006,-0.776,LLLL,LLLL
233,2021/12/29,16:06:47,400000,-0.006,-0.009,-0.774,LLLL,LLLL
234,2021/12/29,16:06:47,600000,-0.004,-0.005,-0.774,LLLL,LLLL
235,2021/12/29,16:06:47,800000,-0.003,-0.007,-0.776,LLLL,LLLL
236,2021/12/29,16:06:48,000000,-0.003,-0.009,-0.776,LLLL,LLLL
237,2021/12/29,16:06:48,200000,-0.004,-0.007,-0.777,LLLL,LLLL
238,2021/12/29,16:06:48,400000,-0.004,-0.006,-0.776,LLLL,LLLL
239,2021/12/29,16:06:48,600000,-0.006,-0.005,-0.778,LLLL,LLLL
240,2021/12/29,16:06:48,800000,-0.005,-0.009,-0.773,LLLL,LLLL
241,2021/12/29,16:06:49,000000,-0.005,-0.008,-0.774,LLLL,LLLL
242,2021/12/29,16:06:49,200000,-0.006,-0.007,-0.774,LLLL,LLLL
243,2021/12/29,16:06:49,400000,-0.008,-0.009,-0.770,LLLL,LLLL
244,2021/12/29,16:06:49,600000,-0.004,-0.006,-0.775,LLLL,LLLL
245,2021/12/29,16:06:49,800000,-0.005,-0.006,-0.774,LLLL,LLLL
246,2021/12/29,16:06:50,000000,-0.003,-0.008,-0.776,LLLL,LLLL
247,2021/12/29,16:06:50,200000,-0.005,-0.003,-0.774,LLLL,LLLL
248,2021/12/29,16:06:50,400000,-0.003,-0.005,-0.775,LLLL,LLLL
249,2021/12/29,16:06:50,600000,-0.003,-0.004,-0.777,LLLL,LLLL
250,2021/12/29,16:06:50,800000,-0.005,-0.003,-0.776,LLLL,LLLL
251,2021/12/29,16:06:51,000000,-0.002,-0.007,-0.775,LLLL,LLLL
252,2021/12/29,16:06:51,200000,-0.002,-0.007,-0.776,LLLL,LLLL
253,2021/12/29,16:06:51,400000,-0.006,-0.005,-0.777,LLLL,LLLL
254,2021/12/29,16:06:51,600000,-0.005,-0.006,-0.774,LLLL,LLLL
255,2021/12/29,16:06:51,800000,-0.006,-0.007,-0.776,LLLL,LLLL
256,2021/12/29,16:06:52,000000,-0.006,-0.006,-0.773,LLLL,LLLL
257,2021/12/29,16:06:52,200000,-0.006,-0.007,-0.776,LLLL,LLLL
258,2021/12/29,16:06:52,400000,-0.003,-0.009,-0.774,LLLL,LLLL
259,2021/12/29,16:06:52,600000,-0.004,-0.007,-0.771,LLLL,LLLL
260,2021/12/29,16:06:52,800000,-0.005,-0.009,-0.775,LLLL,LLLL
261,2021/12/29,16:06:53,000000,-0.004,-0.007,-0.775,LLLL,LLLL
262,2021/12/29,16:06:53,200000,-0.002,-0.008,-0.775,LLLL,LLLL
263,2021/12/29,16:06:53,400000,-0.005,-0.007,-0.775,LLLL,LLLL
264,2021/12/29,16:06:53,600000,-0.005,-0.011,-0.776,LLLL,LLLL
265,2021/12/29,16:06:53,800000,-0.004,-0.011,-0.778,LLLL,LLLL
266,2021/12/29,16:06:54,000000,-0.005,-0.008,-0.773,LLLL,LLLL
267,2021/12/29,16:06:54,200000,-0.008,-0.007,-0.775,LLLL,LLLL
268,2021/12/29,16:06:54,400000,-0.005,-0.005,-0.776,LLLL,LLLL
269,2021/12/29,16:06:54,600000,-0.005,-0.009,-0.778,LLLL,LLLL
270,2021/12/29,16:06:54,800000,-0.004,-0.005,-0.776,LLLL,LLLL
271,2021/12/29,16:06:55,000000,-0.003,-0.009,-0.779,LLLL,LLLL
272,2021/12/29,16:06:55,200000,-0.003,-0.009,-0.777,LLLL,LLLL
273,2021/12/29,16:06:55,400000,-0.005,-0.007,-0.776,LLLL,LLLL
274,2021/12/29,16:06:55,600000,-0.005,-0.006,-0.773,LLLL,LLLL
275,2021/12/29,16:06:55,800000,-0.003,-0.006,-0.776,LLLL,LLLL
276,2021/12/29,16:06:56,000000,-0.006,-0.005,-0.777,LLLL,LLLL
277,2021/12/29,16:06:56,200000,-0.005,-0.002,-0.775,LLLL,LLLL
278,2021/12/29,16:06:56,400000,-0.005,-0.006,-0.776,LLLL,LLLL
279,2021/12/29,16:06:56,600000,-0.003,-0.008,-0.776,LLLL,LLLL
280,2021/12/29,16:06:56,800000,-0.006,-0.006,-0.775,LLLL,LLLL
281,2021/12/29,16:06:57,000000,-0.007,-0.007,-0.774,LLLL,LLLL
282,2021/12/29,16:06:57,200000,-0.002,-0.005,-0.776,LLLL,LLLL
283,2021/12/29,16:06:57,400000,-0.002,-0.007,-0.774,LLLL,LLLL
284,2021/12/29,16:06:57,600000,-0.002,-0.006,-0.775,LLLL,LLLL
285,2021/12/29,16:06:57,800000,-0.001,-0.002,-0.777,LLLL,LLLL
286,2021/12/29,16:06:58,000000,-0.000,-0.009,-0.779,LLLL,LLLL
287,2021/12/29,16:06:58,200000,+0.001,-0.009,-0.777,LLLL,LLLL
288,2021/12/29,16:06:58,400000,+0.001,-0.010,-0.776,LLLL,LLLL
289,2021/12/29,16:06:58,600000,-0.001,-0.008,-0.775,LLLL,LLLL
290,2021/12/29,16:06:58,800000,+0.000,-0.009,-0.774,LLLL,LLLL
291,2021/12/29,16:06:59,000000,+0.001,-0.009,-0.776,LLLL,LLLL
292,2021/12/29,16:06:59,200000,+0.003,-0.009,-0.777,LLLL,LLLL
293,2021/12/29,16:06:59,400000,+0.001,-0.004,-0.775,LLLL,LLLL
294,2021/12/29,16:06:59,600000,+0.001,-0.006,-0.779,LLLL,LLLL
295,2021/12/29,16:06:59,800000,+0.000,-0.006,-0.776,LLLL,LLLL
296,2021/12/29,16:07:00,000000,+0.002,-0.006,-0.775,LLLL,LLLL
297,2021/12/29,16:07:00,200000,-0.002,-0.008,-0.778,LLLL,LLLL
298,2021/12/29,16:07:00,400000,-0.001,-0.007,-0.775,LLLL,LLLL
299,2021/12/29,16:07:00,600000,+0.000,-0.005,-0.776,LLLL,LLLL
300,2021/12/29,16:07:00,800000,-0.001,-0.006,-0.777,LLLL,LLLL
301,2021/12/29,16:07:01,000000,-0.001,-0.007,-0.776,LLLL,LLLL
302,2021/12/29,16:07:01,200000,-0.001,-0.005,-0.774,LLLL,LLLL
303,2021/12/29,16:07:01,400000,-0.001,-0.007,-0.772,LLLL,LLLL
304,2021/12/29,16:07:01,600000,-0.001,-0.007,-0.774,LLLL,LLLL
305,2021/12/29,16:07:01,800000,-0.004,-0.008,-0.775,LLLL,LLLL
306,2021/12/29,16:07:02,000000,-0.002,-0.009,-0.775,LLLL,LLLL
307,2021/12/29,16:07:02,200000,-0.004,-0.007,-0.774,LLLL,LLLL
